request_id,provider_key,model,endpoint_family,api,location,cell_id,domain,demographic,schema_variant,repeat_index,prompt_sha256,schema_sha256,temperature,max_output_tokens,reasoning_effort,expected_output_mode
p4-gemini-C1-S0-010,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,10,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-011,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,11,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-012,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,12,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-013,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,13,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-014,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,14,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-015,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,15,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-016,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,16,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-017,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,17,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-018,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,18,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-019,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,19,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-020,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,20,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-021,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,21,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-022,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,22,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-023,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,23,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-024,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,24,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-025,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,25,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-026,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,26,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-027,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,27,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-028,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,28,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-029,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,29,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-030,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,30,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-031,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,31,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-032,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,32,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-033,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,33,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-034,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,34,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-035,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,35,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-036,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,36,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-037,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,37,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-038,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,38,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-039,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,39,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-040,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,40,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-041,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,41,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-042,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,42,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-043,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,43,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-044,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,44,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-045,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,45,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-046,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,46,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-047,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,47,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-048,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,48,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-049,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,49,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-050,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,50,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-051,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,51,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-052,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,52,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-053,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,53,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-054,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,54,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-055,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,55,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-056,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,56,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-057,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,57,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-058,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,58,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-059,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,59,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-060,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,60,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-061,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,61,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-062,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,62,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-063,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,63,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-064,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,64,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-065,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,65,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-066,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,66,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-067,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,67,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-068,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,68,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-069,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,69,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-070,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,70,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-071,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,71,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-072,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,72,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S0-073,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S0,73,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
